epoch,layer,x,y,label
0,1,-33.73231248228224,21.216693975414753,0
0,1,14.91471068102798,-26.858959776586104,2
0,1,-44.7543569050787,-14.966313039418957,2
0,1,-19.42261534024026,-40.77574466907569,2
0,1,-29.22308332363536,23.258181430668632,2
0,1,13.622612055491471,30.724195413837283,2
0,1,-35.49446147918552,-2.314955961435682,1
0,1,-10.93609432950466,-47.13056022307928,2
0,1,-7.657313641403575,-30.083781582571277,0
0,1,24.50688216476584,-8.799583505970185,1
0,1,-17.372970526969716,-20.549617115761023,2
0,1,43.344915980363815,2.350715457411204,1
0,1,5.5111442061058336,19.7637672650463,1
0,1,18.387169991849447,0.16163448201772043,0
0,1,44.78475389634465,-14.852926001793884,1
0,1,22.398299768645952,-2.4754029937530837,1
0,1,-26.56951434615868,-2.319204972616746,0
0,1,38.130794240856254,-11.963205510599112,1
0,1,-41.8833573106581,13.259078141131338,0
0,1,44.71965276547991,-1.3206827887447739,2
0,1,56.321559921013744,3.08942890896219,1
0,1,-17.25331715235347,45.02889950385157,0
0,1,44.58435030409099,23.157821842944376,1
0,1,37.55663564317288,31.892139641377685,1
0,1,-12.461416963270038,20.640212514690358,2
0,1,45.35487639921032,-19.90052196755137,0
0,1,0.0641019481873042,5.643128813112523,2
0,1,43.61847777929698,19.79987664070622,0
0,1,16.4209164970037,24.471444251923234,2
0,1,-10.554183898570356,-27.438482070328025,1
0,1,-9.363716207651224,-14.926136411779416,1
0,1,-25.916800848359884,36.19657618823879,0
0,1,-11.629400910098989,-23.122848758981185,1
0,1,55.92683326837283,-9.07112769512278,2
0,1,-35.99043630954816,-13.680276866132068,1
0,1,-6.685780112239126,-10.709263588487872,0
0,1,15.332157514889602,45.87304669325934,1
0,1,-17.217890474614187,46.470141964564846,0
0,1,2.388418404015698,13.720500098522482,1
0,1,-3.630926141582413,23.40889666299658,2
0,1,2.675456265372345,-4.721547603677384,2
0,1,-5.71766747510096,-37.60153913948185,0
0,1,-8.95250300839668,-42.54060827999117,1
0,1,24.57954995427076,6.340431749066134,1
0,1,-17.29062117478653,-29.211640131970814,0
0,1,-40.89700527178256,-33.01722368187395,2
0,1,-7.6169597877455555,-38.83042207818015,0
0,1,52.43367400863224,-0.5656538066260194,1
0,1,45.01197688250254,-19.742091652015073,1
0,1,5.979960286561928,9.68102738731647,2
0,1,-11.515664928957518,-7.263228107820501,2
0,1,-31.73203236047827,-15.49666710614943,1
0,1,-19.777697807038297,-41.022837895729346,1
0,1,-27.886840191892407,38.679012705585706,1
0,1,-33.63663855698258,-22.46117442303929,2
0,1,39.31203595795552,15.236868902897493,2
0,1,-18.877494460430697,-14.038888804783497,1
0,1,11.097133396156307,17.33684515182312,2
0,1,-4.302727406948261,19.573243284655796,1
0,1,-5.600381911105644,10.601880075856819,2
0,1,-21.35888475140166,21.768899154502922,1
0,1,-51.98428473892529,-14.860281257613106,0
0,1,19.77091874049758,26.09204356289342,2
0,1,-9.523970319051626,-19.578787832926796,2
0,1,53.48354204899975,1.4567351428643727,1
0,1,-7.391296500102881,-8.768575047888774,1
0,1,37.92534747116518,22.583567915508585,0
0,1,50.436473950090935,11.901882078808727,1
0,1,34.327266759255735,36.67401302945078,0
0,1,2.942286415729714,-4.263491160865491,1
0,1,-18.56599640164383,19.728428120402796,0
0,1,-17.37488626652492,1.5671194112882332,2
0,1,-10.600782258421813,39.71320585216383,0
0,1,-9.259736586878544,12.579297237374254,2
0,1,-34.11390213991016,7.01013565934909,1
0,1,14.167045480959338,40.963336947465415,0
0,1,-19.282758042680832,-44.271792831757736,1
0,1,-19.459522610029197,-24.748046784442387,2
0,1,-30.953516413638614,-6.997308235319025,0
0,1,-14.52934128605725,-29.752951483032476,0
0,1,-44.06987275949775,18.679156690091226,2
0,1,22.26969573667592,18.30606266324125,0
0,1,16.48344864359805,-6.266293461718177,0
0,1,-10.53555865954806,-4.962218156613236,0
0,1,24.783448631655407,25.70638304737524,0
0,1,-23.18622190185862,10.605132161005288,1
0,1,-49.05447673439215,-20.046991842359173,2
0,1,41.86020927307074,-11.751861143331398,0
0,1,28.846345902600387,-4.106596197075908,2
0,1,25.233023611162054,26.63666317487413,0
0,1,32.61997673304935,-0.8439810638406029,1
0,1,34.108844003860256,17.819738614059492,2
0,1,-31.40084462065305,-12.330932085487706,1
0,1,19.76991815098993,26.02792852994174,2
0,1,37.00036215513338,-5.18175670119308,2
0,1,52.50411963920681,-4.97989595234289,0
0,1,9.195364323563592,-28.02227640661573,0
0,1,7.470057794868348,23.772823356126814,1
0,1,-1.834324527997304,-0.6389605304200963,2
0,1,-48.05172448483175,-19.267865297308767,2
0,1,15.112947377542817,-21.981626887494347,0
0,1,6.379488596091571,6.327828192053606,2
0,1,-47.6053857007323,-16.392720727313694,0
0,1,-21.368603409376394,29.747881470295404,0
0,1,12.598520633960147,20.585535357606783,0
0,1,16.584077158918326,-28.84680435561892,2
0,1,-13.429814016441458,-15.479633975912392,0
0,1,-29.33859521099809,1.165387467472282,2
0,1,41.52857158619764,19.993251497642238,0
0,1,35.23528075472393,12.476367157135233,2
0,1,-22.574130283358816,-10.61390751173049,0
0,1,13.3527243322011,-23.689700674299388,1
0,1,-21.464430540848483,0.410275316204354,1
0,1,8.57281909961416,-33.49248462852682,2
0,1,-27.437016620057918,38.821745042586414,2
0,1,39.54730636467068,-10.089066497098477,0
0,1,3.1377774640799245,24.284799530219882,0
0,1,-11.728550980317284,13.271218717956398,2
0,1,7.213747031194861,-22.69340368314406,0
0,1,-8.644426594049474,-3.6050545475348166,1
0,1,-32.17070344933086,30.400063143344408,1
0,1,14.249571230655402,-18.477098922692413,1
0,1,-19.27523803872769,4.421460957031233,0
0,1,54.86160338714074,-11.367782089541297,0
0,1,-2.985807027131348,4.239472890322404,1
0,1,-27.665077941203336,11.059619650241887,1
0,1,-14.688619544876232,10.722890606029338,2
0,1,-38.818685899161565,21.06298845005776,0
0,1,-20.054602526482977,-7.124002251811856,0
0,1,-20.224986954363565,6.566839253060019,0
