epoch,layer,x,y,label
0,1,-8.861057,-5.784347,0
0,1,-3.0619905,11.8967495,1
0,1,-18.995419,-7.595536,1
0,1,-42.086613,-2.1446419,1
0,1,-77.7683,-4.7950974,0
0,1,-57.972942,-5.3037095,0
0,1,-8.574639,-20.355429,0
0,1,31.8155,19.177208,1
0,1,-69.4493,-2.1895113,0
0,1,55.216614,8.8015785,1
0,1,46.39054,10.584391,1
0,1,-25.317627,-0.41543454,0
0,1,65.04567,10.159972,1
0,1,-51.257416,-14.31922,0
0,1,-16.933937,-17.478968,0
0,1,-3.8975487,-13.495213,1
0,1,1.9240185,14.937362,0
0,1,1.4737751,1.1121193,0
0,1,20.469484,6.133704,1
0,1,-42.80547,5.4288464,1
0,1,43.758892,15.987005,1
0,1,15.975386,-8.488569,1
0,1,31.67317,-12.917756,1
0,1,-12.682601,-18.312277,0
0,1,2.4486678,22.350546,0
0,1,20.666737,13.34451,1
0,1,14.427892,15.514017,0
0,1,-13.524297,-2.8695586,0
0,1,10.57015,-13.845123,0
0,1,5.7829757,4.1546187,1
0,1,19.295397,10.650942,1
0,1,2.8918955,25.116909,0
0,1,63.928066,15.709924,0
0,1,-71.46824,-9.719494,0
0,1,37.642437,9.302016,0
0,1,-13.997751,3.318273,0
0,1,-38.941242,-23.250494,0
0,1,-13.794481,-18.46531,0
0,1,-67.04059,-6.2992406,0
0,1,-78.06882,0.9975674,0
0,1,13.661142,-13.295313,1
0,1,51.091534,6.882766,1
0,1,-31.457842,-19.020428,0
0,1,59.583736,-7.3724,0
0,1,-27.836002,11.458124,0
0,1,-21.260006,-4.4685354,1
0,1,-19.306217,-18.073013,0
0,1,-76.73308,-0.48596853,1
0,1,-78.01763,-5.574686,1
0,1,53.57539,9.322485,1
0,1,46.785213,1.8312408,1
0,1,46.088722,0.8915041,1
0,1,13.672382,-3.976438,1
0,1,27.487267,21.96304,1
0,1,47.523067,8.954138,0
0,1,47.691505,-9.253785,0
0,1,54.92793,-5.241476,0
0,1,49.988316,3.2878733,1
0,1,-31.936247,-18.667511,0
0,1,43.506725,8.690192,1
0,1,-73.27497,0.19106941,0
0,1,15.593011,-5.0224,0
0,1,-41.98104,-12.079969,1
0,1,7.908961,5.688119,1
0,1,-32.811787,-18.244617,0
0,1,-42.95533,-18.69383,0
0,1,-45.623688,7.284904,0
0,1,49.270027,4.311492,1
0,1,-65.05585,1.8759018,0
0,1,15.143505,4.1256394,1
0,1,59.56237,-0.332892,0
0,1,56.958054,-3.987141,0
0,1,-78.44524,-4.570303,0
0,1,30.934357,18.968473,1
0,1,13.190777,7.1746078,1
0,1,-43.025208,1.6902914,0
0,1,-39.639954,3.847921,1
0,1,-49.590645,-1.3801867,1
0,1,13.558609,-17.733778,1
0,1,-67.68056,-8.550276,1
0,1,60.177803,12.382284,0
0,1,39.649906,1.983654,1
0,1,-3.3547394,7.6845083,1
0,1,-33.58991,-17.18757,0
0,1,43.031185,3.0152965,1
0,1,2.5254312,7.6045413,0
0,1,13.630748,-19.080828,0
0,1,47.988117,-3.9825315,1
0,1,-52.991684,-16.942726,0
0,1,-0.13518222,-13.246357,0
0,1,62.395134,8.367549,1
0,1,28.608892,-4.241691,1
0,1,1.7264844,-2.694297,0
0,1,-58.12209,-1.462222,1
0,1,-19.751001,6.8692484,1
0,1,-15.447195,-3.5449789,0
0,1,48.708817,5.1856723,0
0,1,51.926533,-2.6693532,1
0,1,21.235254,3.2073023,1
0,1,-33.24637,-17.898064,0
0,1,9.694813,-5.4623594,1
0,1,-12.970069,-5.1517196,0
0,1,28.009375,-8.641533,0
0,1,61.52061,6.2624936,0
0,1,52.556297,9.94314,0
0,1,-16.422209,-0.7442734,0
0,1,62.39516,11.221504,0
0,1,39.04867,-4.627604,1
0,1,-8.529232,-17.73591,1
